Page,Section,Description,Filename,Uploader,Date
39,SID CONTEMPORARY POP (Pre-50's),1930's/5 song medley,1930.mus,Daspf,09/23/86
39,SID CONTEMPORARY POP (Pre-50's),Ain'tWeGotFun/Music,funmusic.mus,Daspf,10/14/86
39,SID CONTEMPORARY POP (Pre-50's),Beat Me Daddy/8 2 the Bar,beat/daddy.mus,Lyric,01/10/87
39,SID CONTEMPORARY POP (Pre-50's),Boogie Woogie Bugle Boy,boogiebugle.mus,Daspf,11/27/86
39,SID CONTEMPORARY POP (Pre-50's),Bumble Boogie,bumble.mus,SYSOP JON,01/07/87
39,SID CONTEMPORARY POP (Pre-50's),CowCow Boogie * Lyric,cow boogie.mus,Bobbye,01/28/87
39,SID CONTEMPORARY POP (Pre-50's),Eye Opener-Bob Zurke,eye opener.mus,John r,01/13/87
39,SID CONTEMPORARY POP (Pre-50's),Good Old Summer/Charlesto,sumchas.mus,Daspf,10/27/86
39,SID CONTEMPORARY POP (Pre-50's),Mississippi Mud,miss/mud.mus,Lyric Note,02/17/87
39,SID CONTEMPORARY POP (Pre-50's),Moonlight Serenade-G.MIII,moonlight.mus,Lyric,01/16/87
39,SID CONTEMPORARY POP (Pre-50's),"Oh Johnny,Oh Johhy,Oh!",oh johnny.mus,Bobbye,02/08/87
39,SID CONTEMPORARY POP (Pre-50's),On The Sunny Side/Street,sunny/street.mus,DaleC1,10/08/86
39,SID CONTEMPORARY POP (Pre-50's),Satin Doll,satin doll.mus,DiskDrivr,02/22/87
39,SID CONTEMPORARY POP (Pre-50's),Serenade In Blue,sere/blue.mus,Lyric,01/16/87
39,SID CONTEMPORARY POP (Pre-50's),SophisticatdLady-EIIingtn,sophis-lady.mus,Dan24,03/09/87
39,SID CONTEMPORARY POP (Pre-50's),Sophisticated Lady,slady.mus,Fwp,02/24/87
39,SID CONTEMPORARY POP (Pre-50's),Stompin - Goodman,stompin.mus,Fwp,02/14/87
39,SID CONTEMPORARY POP (Pre-50's),Why Don't you do it Right,do right.mus,Bobbye,02/08/87
39,SID CONTEMPORARY POP (50's-60's),25 or 6 to 4-Chicago,25or6to4.mus,Kupkake,02/18/87
39,SID CONTEMPORARY POP (50's-60's),All My Lovin-Beatles,all my lovin.mus,Dr J5,01/06/87
39,SID CONTEMPORARY POP (50's-60's),Alley Cat,alleycat1.mus,Daspf,11/15/86
39,SID CONTEMPORARY POP (50's-60's),Alley Cat remix,alleycat2.mus,Daspf,11/15/86
39,SID CONTEMPORARY POP (50's-60's),And/Bird Can Sing-Beatles,birdcansing.mus,Sebas Hill,12/08/86
39,SID CONTEMPORARY POP (50's-60's),Baby I'm Yours-BarbaraLew,baby im your.mus,JohnY5,01/21/87
39,SID CONTEMPORARY POP (50's-60's),Beatles Medley,beatles.mus,Daspf,12/01/86
39,SID CONTEMPORARY POP (50's-60's),Because - Beatles,because.mus,Sebas Hill,12/08/86
39,SID CONTEMPORARY POP (50's-60's),Chances Are,chancesarc.mus,Daspf,01/21/87
39,SID CONTEMPORARY POP (50's-60's),Color My World-Chicago,color.mus,SYSOP JON,01/07/87
39,SID CONTEMPORARY POP (50's-60's),Dangling Conversation,conversation.mus,Yoda Dayve,12/28/86
39,SID CONTEMPORARY POP (50's-60's),Day Tripper-Beatles,day tripper.mus,Collecting,12/08/86
39,SID CONTEMPORARY POP (50's-60's),Day Tripper-Beatles,day tripper.mus,KJantiques,09/15/86
39,SID CONTEMPORARY POP (50's-60's),Feelin' Groovy-59th St.Br,grovy.mus,SYSOP JON,01/07/87
39,SID CONTEMPORARY POP (50's-60's),Flip Flop Bop-'58,flip flop.mus,Lyric,01/12/87
39,SID CONTEMPORARY POP (50's-60's),From Me To You-Beatles,from me 2you.mus,Sebas Hill,11/30/86
39,SID CONTEMPORARY POP (50's-60's),Girl - the Beatles,girl.mus,Sebas Hill,12/15/86
39,SID CONTEMPORARY POP (50's-60's),Go Away Little Girl,go-away.mus,Terryw,01/31/87
39,SID CONTEMPORARY POP (50's-60's),Golden Slumber-Beatles,goldenslumhr.mus,Sebas Hill,11/30/86
39,SID CONTEMPORARY POP (50's-60's),Have You Heard-Duprees,haveyouhcard.mus,JohnY5,01/20/87
39,SID CONTEMPORARY POP (50's-60's),Heart and Soul * Dr J5,heart/soul.mus,Dr J5,09/11/86
39,SID CONTEMPORARY POP (50's-60's),Hello Goodbye - Beatles,hello gdbye.mus,KJantiques,09/15/86
39,SID CONTEMPORARY POP (50's-60's),Hey Jude-Beatles,hey jude.mus,Brian Mack,10/30/86
39,SID CONTEMPORARY POP (50's-60's),Hey Paula - Paul & Paula,hey paula.mus,JohnY5,01/14/87
39,SID CONTEMPORARY POP (50's-60's),How do You Do What You Do,how do to me.mus,Dr J5,12/09/86
39,SID CONTEMPORARY POP (50's-60's),I Saw Her Standing,sawher/beatl.mus,Dr J5,10/04/86
39,SID CONTEMPORARY POP (50's-60's),I Want To Hold Your Hand,hold ur hand.mus,Dr J5,01/29/87
39,SID CONTEMPORARY POP (50's-60's),I Will-Beatles,i will/beatl.mus,Dr J5,10/04/86
39,SID CONTEMPORARY POP (50's-60's),I am The Walrus-Beatles,i am/walrus.mus,Collecting,12/08/86
39,SID CONTEMPORARY POP (50's-60's),I'm Lookin Through You,lookinthru u.mus,Sebas Hill,11/30/86
39,SID CONTEMPORARY POP (50's-60's),It Was A Very Good Year,good year.rnus,Yoda Dayve,11/30/86
39,SID CONTEMPORARY POP (50's-60's),Joy To The World-3DogNite,jererniah.mus,Les H1,02/03/87
40,SID CONTEMPORARY POP (50's-60's),Last Date,last date.mus,Lyric Note,01/31/87
40,SID CONTEMPORARY POP (50's-60's),Last Date-Floyd Cramer,last date.mus,Lyric,01/12/87
40,SID CONTEMPORARY POP (50's-60's),Let Me In-Y.Baker*daspf,let me in.mus,Daspf,02/07/87
40,SID CONTEMPORARY POP (50's-60's),Louie Louie,louie louie.mus,Tweek,02/17/87
40,SID CONTEMPORARY POP (50's-60's),Love Is Blue,love is biue.mus,Vetter,01/04/87
40,SID CONTEMPORARY POP (50's-60's),Love Letters in the Sand,lov/letrsand.mus,Dr J5,01/31/87
40,SID CONTEMPORARY POP (50's-60's),Love Me Do-Beatles,love me do.mus,Sebas Hill,11/30/86
40,SID CONTEMPORARY POP (50's-60's),Lucy In The Sky W/Diamond,Iucy/in/sky.mus,Yoda Dayve,01/28/87
40,SID CONTEMPORARY POP (50's-60's),Maxwell's Silver Hammer,maxwellhamer.mus,Sebas Hill,11/30/86
40,SID CONTEMPORARY POP (50's-60's),Mr.Bojangles-J.J.Walker,bojangles.mus,Terryw,01/31/87
40,SID CONTEMPORARY POP (50's-60's),Norwegian Wood-Beatles,nor. wood.mus,Yoda Dayve,01/28/87
40,SID CONTEMPORARY POP (50's-60's),Nowhere Man-Beatles,nowhere man.mus,Sebas Hill,11/30/86
40,SID CONTEMPORARY POP (50's-60's),On Broadway,on broadway.mus,Terryw,01/22/86
40,SID CONTEMPORARY POP (50's-60's),P.S.I Love You-Beatles,psi love u.mus,Sebas Hill,11/30/86
40,SID CONTEMPORARY POP (50's-60's),Proud Mary - CCR,proudmary.mus,Daspf,01/20/87
40,SID CONTEMPORARY POP (50's-60's),Sheila - Tommy Roe*Daspf,sheila.mus,Daspf,01/28/87
40,SID CONTEMPORARY POP (50's-60's),Spanish Eyes-Al Martino,spanish eyes.mus,Terryw,10/22/86
40,SID CONTEMPORARY POP (50's-60's),Strawberry Fields,stwbrry flds.mus,FritzDeCat,10/07/86
40,SID CONTEMPORARY POP (50's-60's),Teen Angel,teen angel.mus,Tweek,02/17/87
40,SID CONTEMPORARY POP (50's-60's),Twist & Shout-Beatles,twistnshout.mus,Dr J5,01/11/87
40,SID CONTEMPORARY POP (50's-60's),Venus,venus.mus,Tweek,02/25/87
40,SID CONTEMPORARY POP (50's-60's),What Have They Done/MySon,melanie.mus,SYSOP JON,01/07/87
40,SID CONTEMPORARY POP (50's-60's),When,whcn.mus,JohnY5,12/26/86
40,SID CONTEMPORARY POP (50's-60's),Whiter Shade Of Pale,whiter shade.mus,HY GAIN,02/18/87
40,SID CONTEMPORARY POP (50's-60's),Who'll Stop The Rain-CCR,stoptberain.sal,Daspf,12/01/86
40,SID CONTEMPORARY POP (50's-60's),Will You Still Love Me...,luvmetomaro.mus,Diz Cop,10/12/86
40,SID CONTEMPORARY POP (50's-60's),Wipeout * Daspf,wipeout.mus,Daspf,09/14/86
40,SID CONTEMPORARY POP (50's-60's),Wouldn't It Be Nice-B.Boy,wouldntbnice.mus,Sloop j b,11/05/86
40,SID CONTEMPORARY POP (50's-60's),Yesterday * Beatles,yesterday.mus,Sebas Hill,11/30/86
40,SID CONTEMPORARY POP (50's-60's),You Never Give Me/Money,you neverl.mus,Collecting,12/08/86
40,SID CONTEMPORARY POP (70's),At Seventeen-Janis Ian,seventeen.mus,Terryw,01/31/87
40,SID CONTEMPORARY POP (70's),Cats In The Cradle,cats/cradle.mus,Collecting,11/13/86
40,SID CONTEMPORARY POP (70's),Disguises-The Who,disguises.mus,PEPSIN,01/03/87
40,SID CONTEMPORARY POP (70's),Don't Let/Sun Go Down,sungodown.mus,QWOP,11/30/86
40,SID CONTEMPORARY POP (70's),Dont Let Sun Go Down/Me,sungodown 2.mus,QWOP,12/07/86
40,SID CONTEMPORARY POP (70's),Echoes-PinkFloyd,echoes.mus,Pauldib,11/14/86
40,SID CONTEMPORARY POP (70's),Feelings - Morris Albert,feelings.mus,Joef9,01/22/87
40,SID CONTEMPORARY POP (70's),Going For The One-Yes,going.mus,ChuckC5,02/01/87
40,SID CONTEMPORARY POP (70's),Goodbye Yellow Brick Road,yellow brick.mus,Chuckles2,11/26/86
40,SID CONTEMPORARY POP (70's),Hey Nineteen- Steely Dan,hey nineteen.mus,Collecting,12/08/86
40,SID CONTEMPORARY POP (70's),Higher Ground-S. Wonder,higherground.mus,Dan24,03/09/87
40,SID CONTEMPORARY POP (70's),Hooked On Classics,hook-classic.mus,Joef9,11/14/86
40,SID CONTEMPORARY POP (70's),Hooked On Classics (3pt),classics 123.mus,Joef9,02/07/87
40,SID CONTEMPORARY POP (70's),Killing Me Softly/Song,killing.mus,Fwp,11/26/86
40,SID CONTEMPORARY POP (70's),Leave It-YES,leave it.mus,Peggy r,10/06/86
40,SID CONTEMPORARY POP (70's),Long Distance Runaroun-YE,distance.mus,Opal Adept,12/20/86
40,SID CONTEMPORARY POP (70's),Music Box Dancer,music box.mus,DCSTARnCPR,02/15/87
40,SID CONTEMPORARY POP (70's),Preacher/The Teacher-YES,preacher.mus,Opal Adept,12/20/86
40,SID CONTEMPORARY POP (70's),Rhinestone Cowboy,cowboy.mus,NickZ,03/09/87
40,SID CONTEMPORARY POP (70's),She's Out Of My Life,outofmylife.rnus,Terryw,10/22/86
40,SID CONTEMPORARY POP (70's),Sister Christian,sister chris.mus,GeorgeL1 1,02/07/87
40,SID CONTEMPORARY POP (70's),Sorry Seems/Hardest Word,hardestword.mus,QWOP,12/07/86
40,SID CONTEMPORARY POP (70's),The Fish-Yes,the fish.mus,ChuckC5,02/01/87
40,SID CONTEMPORARY POP (70's),Whipped Cream-Herb Alpert,whipped crm.mus,DREAM WHIP,12/30/86
40,SID CONTEMPORARY POP (80's),(Oh) Pretty Woman,pretty woman.mus,Michael F,02/14/87
40,SID CONTEMPORARY POP (80's),3 x a Lady-Lionel Richie,three t lady.mus,Boldar,12/07/86
40,SID CONTEMPORARY POP (80's),ABBA-6 Songs,abba album.lnx,Carole d,12/27/86
40,SID CONTEMPORARY POP (80's),Addicted To Love-R.Palmer,addict2love.mus,Command Cp,10/02/86
40,SID CONTEMPORARY POP (80's),Are We Ourselves,r we selves.mus,Chardro,12/27/86
40,SID CONTEMPORARY POP (80's),Born Again,born again.mus,JAY15,01/26/87
40,SID CONTEMPORARY POP (80's),Capt of Her Heart,capt/heart.mus,Chardro,12/27/86
40,SID CONTEMPORARY POP (80's),Conga-Miami Sound Machine,conga.mus,FritzDeCat,10/30/86
40,SID CONTEMPORARY POP (80's),Dare Me-Pointer Sisters,dare me.mus,Whomaster,11/15/86
40,SID CONTEMPORARY POP (80's),Dclcrious-Prince,delerious.mus,STEAK1,09/18/86
40,SID CONTEMPORARY POP (80's),DifferentCorner,dif/comer.mus,FritzDeCat,10/07/86
41,SID CONTEMPORARY POP (80's),Don't Cry-Asia,dont cry.mus,Brian Mack,10/20/86
41,SID CONTEMPORARY POP (80's),Don't Talk to Strangers,dont talk.mus,STEAK1,09/17/86
41,SID CONTEMPORARY POP (80's),Drive-The Cars,drive.mus,STEAK2,11/13/86
41,SID CONTEMPORARY POP (80's),Everybody Have Fun Tonigh,everybody.mus,MadCityAce,02/21/87
41,SID CONTEMPORARY POP (80's),Fool To Cry-Rolling Stone,fool to cry.mus,Sloop j b,11/30/86
41,SID CONTEMPORARY POP (80's),For the Longest Time,longest time.mus,Peggy r,10/06/86
41,SID CONTEMPORARY POP (80's),Fresh Aire * John r,fresh aire 4.mus,John r,01/09/87
41,SID CONTEMPORARY POP (80's),Hang Fire (slow version),hangfireslow.mus,Sloop j b,11/30/86
41,SID CONTEMPORARY POP (80's),Hello - Lionel Riehle,hello.mus,BlkPanther,01/14/87
41,SID CONTEMPORARY POP (80's),Higher Love-Steve Winwood,higher love.mus,JJP1,01/25/87
41,SID CONTEMPORARY POP (80's),Home By The Sea-Genesis,home sea.mus,ChuckC5,02/01/87
41,SID CONTEMPORARY POP (80's),Honesty-B.Joel*JanetM,honesty10.mus,JanetM,10/16/86
41,SID CONTEMPORARY POP (80's),Hungry Like The Wolf,hungrywlf.mus,Whatadude,10/25/86
41,SID CONTEMPORARY POP (80's),I'm so excited-Pointer Si,so excited.mus,Steve Ham,12/02/86
41,SID CONTEMPORARY POP (80's),InnocentMan-BJoel,innocentman.mus,Peggy r,10/06/86
41,SID CONTEMPORARY POP (80's),Keeping/Faith -Joel,keepthefaith.mus,Peggy r,10/06/86
41,SID CONTEMPORARY POP (80's),KidsAmer/Remix,kids-rear.mus,RobR,10/01/86
41,SID CONTEMPORARY POP (80's),Kyrle/remix-MrMr,kyrie-rmx.mus,RobR,10/01/86
41,SID CONTEMPORARY POP (80's),Leave a Tender Moment...,leavemoment.mus,Peggy r,10/06/86
41,SID CONTEMPORARY POP (80's),Magic-Cars,magic.mus,BlkPanther,10/17/86
41,SID CONTEMPORARY POP (80's),Modern Woman - Billy Joel,modern woman.mus,Michael F,12/09/86
41,SID CONTEMPORARY POP (80's),Must Be An Angel,must b/angel.mus,Collecting,11/02/86
41,SID CONTEMPORARY POP (80's),Night Shift-remixed,nightshiftv2.mus,Command Cp,11/25/86
41,SID CONTEMPORARY POP (80's),No More Words-Berlin,no more word.mus,STEAK2,11/13/86
41,SID CONTEMPORARY POP (80's),Notorious-DuranDuran,notorious.mus,Jason b3,12/24/86
41,SID CONTEMPORARY POP (80's),Papa Don't Preach-Madonna,papa preach.mus,Kanaka,01/27/87
41,SID CONTEMPORARY POP (80's),Raspberry Beret-Prince,rasp beret.mus,Thievco,11/15/86
41,SID CONTEMPORARY POP (80's),Roof Is Leakingffironed,leakdroned.mus,ChuckC5,02/01/87
41,SID CONTEMPORARY POP (80's),Sad Songs-Billy Ocean,sad songs.mus,JAY15,01/26/87
41,SID CONTEMPORARY POP (80's),"Say You, Say Me",say u say me.mus,Demon1,02/17/87
41,SID CONTEMPORARY POP (80's),Singer In/RockNRoll Band,singer/band.mus,Voidlndigo,10/20/86
41,SID CONTEMPORARY POP (80's),Some Like It Hot,somelikehot.mus,Brian Mack,10/30/86
41,SID CONTEMPORARY POP (80's),Something I Should Know?,isthere.mus,Whatadude,10/25/86
41,SID CONTEMPORARY POP (80's),Sonata (Fresh Alre)*John,fresh aire 3.mus,John r,01/09/87
41,SID CONTEMPORARY POP (80's),Stick Around,stick v2.mus,Q Deity,11/01/86
41,SID CONTEMPORARY POP (80's),Sweet Dreams-Eurythmics,sweet dreams.mus,KennyJr,02/07/87
41,SID CONTEMPORARY POP (80's),Take On Me- A-ha,take on me.mus,Voidlndigo,10/21/86
41,SID CONTEMPORARY POP (80's),That's What Friends R For,friends.mus,Les H1,11/18/86
41,SID CONTEMPORARY POP (80's),The Brazilian-Genesis,brazilian.mus,DCSTARnCPR,12/04/86
41,SID CONTEMPORARY POP (80's),The Chauffeur-DuranDuran,chauffeur.mus,Whatadude,10/25/86
41,SID CONTEMPORARY POP (80's),The West Side-PhilCollins,the westside.mus,ChuckC5,02/01/87
41,SID CONTEMPORARY POP (80's),This Feeling Will Last...,this feeling.mus,STEAK2,11/16/86
41,SID CONTEMPORARY POP (80's),True Colors-C.Lauper,true colors.mus,Diz Cop,11/12/86
41,SID CONTEMPORARY POP (80's),Two Songs by O.M.D.,omd songs.lnx,Vangelis,02/02/87
41,SID CONTEMPORARY POP (80's),UptownGiri-Billy Joel,uptown girl.mus,Peggy r,10/06/86
41,SID CONTEMPORARY POP (80's),Vienna Calling-Falco,vienna v2.mus,Command Cp,11/25/86
41,SID CONTEMPORARY POP (80's),Who's Johnny-EIDeBarge,johnny.mus,Diz Cop,02/03/87
41,SID CONTEMPORARY POP (80's),Wings Of Love,wings o love.mus,JAY15,01/13/87
41,SID CONTEMPORARY POP (80's),Word Up/Remixed,word up/rmx.mus,Trekie Fan,11/23/86
41,SID CONTEMPORARY POP (80's),Words Get In the Way,words in way.mus,BlkPanther,10/17/86
41,SID CONTEMPORARY POP (80's),Would I Lie 2 U-Eurythmic,wouldi lie2u.mus,Collecting,12/08/86
41,SID CONTEMPORARY POP (80's),You Give Love a Bad Name,yougivelove.mus,Michael F,12/05/86
41,SID CONTEMPORARY POP (80's),You Know I Love You,u no i luv u.mus,Jason b3,12/24/86
41,SID CONTEMPORARY POP (80's),YourWildestDreams-M.Blues,your wildest.mus,Voidlndigo,10/21/86
41,SID CONTEMPORARY Country,Are the Good Times Over..,good times.mus,Sibelius,01/04/87
41,SID CONTEMPORARY Country,Arkansas Traveier*GaryO,arkansas.mus,Bobbye,02/08/87
41,SID CONTEMPORARY Country,El Paso-Marty Robbins,el paso.mus,Sibelius,10/31/86
41,SID CONTEMPORARY Country,Elvira-Silebius,elvira.mus,Sibelius,02/21/87
41,SID CONTEMPORARY Country,First Hurt-F.Cramer*Lyric,first hurt.mus,Bobbye,02/08/87
41,SID CONTEMPORARY Country,For The Good Times,thegoodtirncs.mus,Joe Willie,02/14/87
41,SID CONTEMPORARY Country,Hang On-F.Cramer*Lyric,hang on.mus,Bobbye,01/28/87
41,SID CONTEMPORARY Country,Happiest Girl in Whole US,happiestgirl.mus,Sibelius,03/05/87
41,SID CONTEMPORARY Country,Help Me Make It Thru Nite,help me/nite.mus,Joe Willie,02/01/87
41,SID CONTEMPORARY Country,I'll Be True To You,true to you.mus,Diz Cop,11/26/86
41,SID CONTEMPORARY Country,Kisses & Tears-F.Cramer,kiss/tears.mus,Bobbye,02/08/87
41,SID CONTEMPORARY Country,Losers' Weepers-F.Cramer,loser/weep.mus,Lyric,01/10/87
41,SID CONTEMPORARY Country,Lucille - Kenny Rogers,lucille.mus,Sibelius,11/29/86
42,SID CONTEMPORARY Country,Lucille - Kenny Rogers,lucille.mus,Joef9,11/24/86
42,SID CONTEMPORARY Country,"Luckenbach,TX-Waylon J.",luckenbach.mus,Sibelius,12/17/86
42,SID CONTEMPORARY Country,Makaing Up-F.Cramer*Lyric,making up.mus,Bobbye,01/28/87
42,SID CONTEMPORARY Country,Make My Life With You,make my life.mus,Diz Cop,11/27/86
42,SID CONTEMPORARY Country,On The Rebound-F.Cramer,on rebound.mus,Lyric,01/16/87
42,SID CONTEMPORARY Country,Paper Roses-M.Osmand,paper roses.mus,Sibelius,01/27/87
42,SID CONTEMPORARY Country,San Antonio Rose,s.a.rose.mus,Sunny G,02/06/87
42,SID CONTEMPORARY Country,SHn Antonio Rose-Bob Will,sa rose.mus,Sibelius,10/31/86
42,SID CONTEMPORARY Country,Take Me Home Tonight,home tonight.mus,Jason b3,12/02/86
42,SID CONTEMPORARY Country,The Fightin Side Of Me,fightin side.mus,Joef9,11/30/86
42,SID CONTEMPORARY Country,TheGambler-Kenny Rogers,the gambler.mus,CarlB3,10/01/86
42,SID CONTEMPORARY Country,You're One IN A Million,yourtheone.sal,Diz Cop,01/11/87
42,SID CONTEMPORARY Folk,Chinese Folk Tune,chinese.mus,Jabba Hutt,01/26/87
42,SID CONTEMPORARY Folk,Dont Get Above Your Raisi,above/raisin.mus,Sibelius,01/19/87
42,SID CONTEMPORARY Folk,Guitar Etude#3-D.Fogelber,guit/etude.mus,Lyric,01/16/87
42,SID CONTEMPORARY Folk,Lazy Susan-D.Fogelberg,lazy susan.mus,Lyric,01/16/87
42,SID CONTEMPORARY Folk,Le Reel Du Quebec,can reel.mus,Joef9,01/05/87
42,SID CONTEMPORARY Folk,Let There Be Peace/Earth,let peace.mus,JimK11,11/26/86
42,SID CONTEMPORARY Folk,Scarborough Fair-S.& G.,scrbrgh fair.mus,KJantiques,01/15/87
42,SID CONTEMPORARY Folk,Turkish Folk Dance,turkish.mus,Jabba Hutt,01/26/87
42,SID CONTEMPORARY Jazz,Ain't Misbehavin',misbehavin.mus,Lincoln C,03/03/87
42,SID CONTEMPORARY Jazz,Asleep In The Dreamworld,dreamworld.mus,Tanis R,11/08/86
42,SID CONTEMPORARY Jazz,Choo Choo Boogie,choochuboogi.mus,Collecting,12/08/86
42,SID CONTEMPORARY Jazz,Choo Choo Boogie,chuchuboogie.mus,Collecting,12/08/86
42,SID CONTEMPORARY Jazz,Feels So Good-Mangione,feel so good.mus,Bill5000,01/12/87
42,SID CONTEMPORARY Jazz,Henry VIII-RickWakeman,henry viii.mus,ChuckC5,02/01/87
42,SID CONTEMPORARY Jazz,Hymn/7th Galaxy-S.Corea,hymn galaxy.mus,ChuckC5,02/01/87
42,SID CONTEMPORARY Jazz,I've Found A New Baby,ive found.mus,John r,01/13/87
42,SID CONTEMPORARY Jazz,Magnetic Fields Pt.2-Jarr,magnetic-2.mus,Octavian,12/26/86
42,SID CONTEMPORARY Jazz,Midnight In Moscow,midnite/mosc.mus,John r,01/13/87
42,SID CONTEMPORARY Jazz,Muskrat Ramble-'Kid' Ory,muskrat.mus,John r,01/13/87
42,SID CONTEMPORARY Jazz,Sunrunner-Bob James,sunrunner.mus,Peggy r,01/06/86
42,SID CONTEMPORARY Jazz,Take Five,take five.mus,John r,01/20/87
42,SID CONTEMPORARY Jazz,Until I Met You-Basie,until.mus,John r,01/20/87
42,SID CONTEMPORARY Rock,2112 Album-Rush,2112.mus,HAWKWIND 3,11/22/86
42,SID CONTEMPORARY Rock,Beast Of Burden-Stones,beast/burden.mus,Sloop j b,02/11/87
42,SID CONTEMPORARY Rock,Closer To The Heart-Rush,closer/heart.mus,HAWKWIND 3,11/10/86
42,SID CONTEMPORARY Rock,Dancing In The Dark,dancin dark.mus,Thievco,11/15/86
42,SID CONTEMPORARY Rock,Finding My Way-Rush,find/my way.mus,HAWKWIND 3,10/27/86
42,SID CONTEMPORARY Rock,FindingMyWay-Rush,find.my way.mus,HAWKWlND 3,10/02/86
42,SID CONTEMPORARY Rock,GetltOn - Powerstation,get it on.mus,STEAK1,10/13/86
42,SID CONTEMPORARY Rock,Hang Fire-Rolling Stones,hang fire.mus,Sloop j b,11/30/86
42,SID CONTEMPORARY Rock,I Cant Hold Back-Survivor,hold back.mus,STEAK1,10/13/86
42,SID CONTEMPORARY Rock,Lakeside Park-RUSH,lakesidepark.mus,HAWKWlND 3,12/07/86
42,SID CONTEMPORARY Rock,Light My Fire-Doors,light fire.mus,Yoda Dayve,11/19/86
42,SID CONTEMPORARY Rock,Love Walks In-Van Halen,love walks n.mus,STEAK2,11/13/86
42,SID CONTEMPORARY Rock,Miss You-Rolling Stones,miss you.mus,Sloop j b,12/03/86
42,SID CONTEMPORARY Rock,Panama-Van Halen,panama.mus,STEAK2,11/13/86
42,SID CONTEMPORARY Rock,Pipeline- The Chantays,pipeline.mus,Dr J5,12/09/86
42,SID CONTEMPORARY Rock,Red Barchetta-RUSH,rd barchetta.mus,Jason b3,12/13/86
42,SID CONTEMPORARY Rock,Secrets-Van Halen,secrets.mus,STEAK2,11/13/86
42,SID CONTEMPORARY Rock,So Lonely-Police,so lonely.mus,Michael F,11/16/86
42,SID CONTEMPORARY Rock,Start Me Up-Rolling Stone,start me up.mus,Sloop j b,11/30/86
42,SID CONTEMPORARY Rock,That Was Yesterday,yesterday.mus,Black Fire,01/02/86
42,SID CONTEMPORARY Rock,Tumblin Dice,tumblng dice.mus,Sloop j b,02/15/87
42,SID CONTEMPORARY Rock,Undercover (Night)-Stones,undercover.mus,Sloop j b,03/01/87
42,SID CONTEMPORARY Rock,Vital Signs-RUSH,vital signs.mus,Michael F,12/03/86
42,SID CLASSICAL/THEME Early Classical,Air on a G String - Bach,air g string.mus,John r,02/21/87
42,SID CLASSICAL/THEME Early Classical,AnglaiseDance,anglaise.mus,Jabba Hutt,10/05/86
42,SID CLASSICAL/THEME Early Classical,Aupres De Ma Blonde,aupres/blond.mus,Joef9,11/14/86
43,SID CLASSICAL/THEME Early Classical,Bach 3 Pt.Inv.# 1-15,sinfonia.lnx,Whole Note,01/16/87
43,SID CLASSICAL/THEME Early Classical,Bach Cantata/14voice]1of5,cantata vox.mus,MoiBeUs,01/04/87
43,SID CLASSICAL/THEME Early Classical,Bach Cantata/14voice]2of5,cantata v3.mus,MoiBeUs,01/04/87
43,SID CLASSICAL/THEME Early Classical,Bach Cantata/14volce]3of5,cantata v2c.mus,MoiBeUs,01/04/87
43,SID CLASSICAL/THEME Early Classical,Bach Cantata/14voice]4of5,cantata oboe.mus,MoiBeUs,01/04/87
43,SID CLASSICAL/THEME Early Classical,Bach Cantata/14voice]5of5,cantata hom.mus,MoiBeUs,01/04/87
43,SID CLASSICAL/THEME Early Classical,Bach- Brandenberg #3 1stMo,brand.3-1.mus,BarryS2,02/12/87
43,SID CLASSICAL/THEME Early Classical,Bach-DoubleViolinConcerto,bach double.mus,BarryS2,02/28/87
43,SID CLASSICAL/THEME Early Classical,Bach-Prelude & Fugue#5WT,wtc1-5.mus,Sibelius,01/07/87
43,SID CLASSICAL/THEME Early Classical,Bach-Prelude & Fugue#6WTC,wtc1-6.mus,Sibelius,01/22/87
43,SID CLASSICAL/THEME Early Classical,BlessedAssurance,assurance.mus,Jabba Hutt,10/05/86
43,SID CLASSICAL/THEME Early Classical,Boot 4 Mackay's BachDMin,d minor boot,Marvin1,10/09/86
43,SID CLASSICAL/THEME Early Classical,Bourree E Minor,bourree/rmx.mus,Whole Note,12/28/86
43,SID CLASSICAL/THEME Early Classical,Bourree996-Bach,bourree996.mus,Whole Note,10/15/86
43,SID CLASSICAL/THEME Early Classical,Brandenburg #4* J .Mackey,brandenburg4.mus,Gustave,03/10/87
43,SID CLASSICAL/THEME Early Classical,Canon 1/Art of Fugue-Bach,canone 1.mus,Semiquaver,01/24/87
43,SID CLASSICAL/THEME Early Classical,Canon In D - Pachelbel,canon.mus,ZAK3,01/09/87
43,SID CLASSICAL/THEME Early Classical,Concerto A min-Vivaldi,a minor.mus,BSAVE,10/02/86
43,SID CLASSICAL/THEME Early Classical,Dussek Sonatina #3,dussek3.mus,Sibelius,01/04/87
43,SID CLASSICAL/THEME Early Classical,Figaro- Mozart,figaro.mus,VictorM2,01/04/86
43,SID CLASSICAL/THEME Early Classical,Flute Sonata #2 E Flat,b-fson-ii.mus,John r,02/21/87
43,SID CLASSICAL/THEME Early Classical,For Children (6 files),bartok.sda,Srsinc,02/13/87
43,SID CLASSICAL/THEME Early Classical,Fugue G Minor-Bach,g fugue.mus,Octavian,11/01/86
43,SID CLASSICAL/THEME Early Classical,Fugue No 15 In G Major,fugue 15.mus,John r,02/21/87
